@relation weka-cell-lbp

@attribute 0 numeric
@attribute ' 1' numeric
@attribute ' 2' numeric
@attribute ' 3' numeric
@attribute ' 4' numeric
@attribute ' 5' numeric
@attribute ' 6' numeric
@attribute ' 7' numeric
@attribute ' 8' numeric
@attribute ' 9' numeric
@attribute ' 10' numeric
@attribute ' 11' numeric
@attribute ' 12' numeric
@attribute ' 13' numeric
@attribute ' 14' numeric
@attribute ' 15' numeric
@attribute ' 16' numeric
@attribute ' 17' numeric
@attribute ' 18' numeric
@attribute ' 19' numeric
@attribute ' 20' numeric
@attribute ' 21' numeric
@attribute ' 22' numeric
@attribute ' 23' numeric
@attribute ' 24' numeric
@attribute ' 25' numeric
@attribute ' 26' numeric
@attribute ' 27' numeric
@attribute ' 28' numeric
@attribute ' 29' numeric
@attribute ' 30' numeric
@attribute ' 31' numeric
@attribute ' 32' numeric
@attribute ' 33' numeric
@attribute ' 34' numeric
@attribute ' 35' numeric
@attribute ' 36' numeric
@attribute ' 37' numeric
@attribute ' 38' numeric
@attribute ' 39' numeric
@attribute ' 40' numeric
@attribute ' 41' numeric
@attribute ' 42' numeric
@attribute ' 43' numeric
@attribute ' 44' numeric
@attribute ' 45' numeric
@attribute ' 46' numeric
@attribute ' 47' numeric
@attribute ' 48' numeric
@attribute ' 49' numeric
@attribute ' 50' numeric
@attribute ' 51' numeric
@attribute ' 52' numeric
@attribute ' 53' numeric
@attribute ' 54' numeric
@attribute ' 55' numeric
@attribute ' 56' numeric
@attribute ' 57' numeric
@attribute ' 58' numeric
@attribute ' 59' numeric
@attribute ' class' {0,1,2,3}

@data
91,11,1,1,8,5,4,7,3,1,1,9,1,3,1,3,0,6,7,2,0,1,6,2,2,17,3,2,3,6,1,11,8,1,3,2,1,3,1,2,0,1,4,1,2,3,3,1,2,0,2,0,3,2,1,3,1,9,62,156,1
69,5,5,4,13,7,6,8,4,2,8,6,1,10,2,2,3,3,11,9,3,1,5,5,1,10,5,0,3,5,1,5,5,1,5,5,2,0,5,5,0,1,2,0,0,0,0,3,0,1,1,2,2,3,0,1,1,9,60,173,1
66,5,5,2,9,4,4,4,7,8,3,5,5,3,6,4,1,2,2,3,3,3,1,2,0,4,1,2,3,2,2,8,4,2,3,1,4,1,3,4,1,6,0,2,2,2,1,1,1,1,0,3,0,2,0,4,2,8,63,144,0
99,1,4,1,5,7,2,3,4,2,7,10,3,3,4,5,5,6,9,0,1,1,5,1,4,11,2,1,5,4,3,1,7,4,2,2,4,9,3,0,1,1,6,4,3,1,0,4,3,2,4,1,2,1,1,0,2,7,47,112,0
38,4,1,4,5,8,4,3,5,2,7,7,3,3,0,4,6,1,5,6,2,1,6,2,7,4,3,2,1,2,3,4,8,3,2,0,2,5,3,3,2,0,10,5,3,2,1,4,2,4,2,2,3,0,2,1,3,4,41,144,0
43,3,2,5,6,3,6,4,0,4,4,4,1,2,6,3,3,3,4,2,1,1,2,2,2,0,0,0,1,1,4,3,2,1,3,1,4,3,3,4,3,3,4,1,2,3,0,2,1,0,1,0,1,3,1,2,0,3,34,155,0
21,0,2,3,1,3,4,0,5,3,10,1,2,1,1,2,2,0,2,5,1,2,5,4,2,4,1,2,4,5,4,4,5,2,3,1,3,7,3,1,2,0,7,8,6,1,1,1,3,1,2,2,1,1,2,0,0,6,35,170,0
22,0,1,2,9,5,1,5,2,8,5,3,1,6,5,1,2,2,3,1,4,3,6,3,1,4,2,0,0,2,1,5,4,2,2,3,2,5,3,4,1,1,3,2,0,1,0,2,2,2,1,1,0,1,2,2,0,6,41,143,2
37,7,2,2,3,2,1,1,3,0,3,8,4,1,0,2,3,2,4,4,3,1,2,0,1,1,2,2,3,1,2,6,2,1,1,0,2,3,2,2,2,2,5,1,2,1,2,2,3,1,4,1,0,0,0,1,2,13,57,130,0
5,0,2,3,0,0,6,4,1,3,1,1,1,0,1,0,2,0,4,2,0,2,0,3,2,3,5,0,0,0,0,1,3,4,1,0,1,0,4,0,1,0,0,1,0,1,1,0,0,1,2,2,0,0,0,0,0,3,13,179,0
24,3,1,5,1,1,5,4,1,0,2,1,0,1,0,2,1,2,4,0,0,1,1,0,6,7,2,4,2,5,0,2,15,2,1,1,1,0,0,0,2,0,1,0,0,0,0,4,1,0,4,4,0,0,3,1,0,6,31,143,1
12,3,2,1,2,1,1,1,1,1,1,2,2,2,1,1,0,2,4,2,0,1,2,0,0,2,3,1,0,2,1,5,1,2,1,2,1,1,3,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,5,25,113,1
72,3,4,4,6,1,5,5,5,4,3,11,2,2,3,1,2,4,9,2,4,2,3,5,2,8,7,1,1,2,5,6,3,2,0,0,3,11,6,2,4,4,3,8,4,2,0,2,0,3,1,1,7,3,0,1,0,10,66,127,0
43,6,4,2,4,2,2,2,3,3,3,4,5,2,3,2,1,1,2,4,1,4,3,5,4,4,2,1,4,4,2,7,5,2,2,2,4,2,2,2,2,2,3,1,1,1,1,6,2,2,4,4,3,1,1,1,2,8,50,142,0
18,6,2,7,1,2,3,4,2,0,1,1,0,3,2,1,4,2,1,3,3,1,1,2,0,2,1,1,3,7,1,0,3,0,1,2,4,3,0,1,2,5,4,6,0,3,2,0,1,3,4,1,1,0,1,3,0,8,39,115,0
30,1,2,8,2,6,6,5,1,3,5,7,3,0,1,4,2,4,6,3,1,0,1,7,1,3,2,2,2,6,2,1,4,6,0,3,1,1,4,2,1,1,1,2,1,0,3,4,2,1,4,1,1,0,3,0,2,16,75,113,0
24,2,2,2,1,2,11,10,0,8,7,2,0,2,2,4,1,0,3,1,2,1,2,7,8,4,2,0,3,6,3,1,5,2,5,1,3,2,2,4,1,1,4,2,3,2,0,9,6,2,3,3,1,1,2,0,2,5,44,118,0
29,7,2,2,5,4,2,6,3,5,2,1,2,2,3,0,4,1,6,2,1,4,9,2,0,6,6,1,3,2,3,11,2,1,4,3,0,1,8,2,0,1,3,2,1,1,0,2,2,1,3,1,2,0,0,4,1,6,53,167,1
16,0,6,0,3,3,5,1,7,5,4,4,3,3,4,2,5,2,8,3,3,7,1,2,6,1,3,2,1,2,2,12,2,4,3,0,4,2,2,5,2,3,9,3,3,2,1,9,3,3,4,4,1,0,3,3,1,11,57,150,0
35,2,2,4,4,4,1,3,1,12,6,2,4,8,6,2,2,1,6,5,1,0,2,7,5,7,1,3,3,8,1,8,1,1,4,0,4,6,2,3,2,2,12,5,4,2,3,3,3,2,7,4,3,0,1,2,0,9,48,160,0
20,1,0,2,2,4,5,3,2,5,2,3,1,5,4,3,3,2,1,2,3,0,4,3,1,0,0,1,4,5,4,5,7,3,1,1,3,2,3,4,1,2,7,1,2,1,1,5,1,2,2,1,2,1,0,0,0,6,37,139,0
81,5,3,4,4,3,6,2,2,4,2,0,1,1,3,1,4,2,4,2,0,0,6,2,5,2,1,1,2,1,3,3,2,0,0,0,8,6,3,1,1,2,3,5,2,3,0,3,1,3,2,1,1,0,0,1,1,7,40,144,3
14,0,0,0,0,1,4,6,1,4,2,5,6,2,3,3,6,2,2,3,2,1,1,3,3,2,4,1,3,2,3,4,3,1,6,1,4,1,2,3,3,2,4,2,1,1,1,3,2,3,1,3,0,0,4,1,2,8,40,158,0
41,6,2,2,7,2,2,7,2,5,11,3,1,3,2,0,5,1,3,1,0,1,4,1,4,2,3,0,0,4,3,3,0,1,3,1,3,5,2,4,0,0,4,4,1,2,4,4,3,1,6,2,1,1,0,0,0,9,48,128,3
10,1,2,1,3,1,2,2,2,2,2,3,3,2,2,2,2,1,2,3,1,0,3,3,0,4,3,0,3,1,3,2,0,2,0,0,0,4,2,4,0,2,3,5,0,0,1,0,2,3,1,1,1,1,1,1,1,7,31,146,3
29,5,1,0,4,2,10,7,2,9,9,6,4,9,2,2,3,5,5,3,1,0,2,2,5,4,1,4,7,4,6,6,4,5,1,1,3,2,4,1,1,1,16,6,0,0,0,16,7,1,4,2,3,0,1,1,1,7,41,168,0
73,4,2,3,8,4,3,8,3,9,6,9,5,3,2,1,6,3,10,8,1,3,4,2,5,3,1,0,3,3,2,6,4,3,1,1,4,10,6,4,0,2,10,6,4,0,1,4,3,5,7,1,4,1,1,2,1,9,60,140,0
48,5,1,6,8,8,5,7,3,7,9,3,1,1,0,1,1,1,5,1,1,2,7,0,3,10,5,0,6,7,2,10,3,3,2,3,2,3,9,2,4,1,6,0,0,1,2,1,1,3,3,2,4,1,0,0,2,9,53,147,1
58,5,3,3,3,2,7,0,3,5,7,3,2,2,2,4,1,4,4,3,3,3,3,1,8,9,2,0,0,3,2,9,4,3,4,0,1,6,4,7,1,3,4,3,1,1,1,5,0,2,1,3,1,0,2,1,0,4,30,148,0
44,3,2,4,2,3,9,8,11,5,12,6,5,5,0,1,5,5,12,3,2,1,2,3,7,11,0,2,8,5,3,9,7,3,1,1,5,4,1,4,2,2,4,2,1,0,0,11,1,3,9,2,0,2,6,0,2,9,60,159,1
18,4,2,2,3,4,1,3,4,0,0,1,2,3,3,2,2,1,3,4,3,3,8,1,1,5,3,0,1,5,0,11,10,1,3,1,0,3,1,4,1,0,0,2,2,2,1,6,1,3,1,0,4,4,2,1,1,8,56,160,1
56,5,3,3,2,3,6,9,3,7,5,2,2,6,4,6,4,2,1,3,4,1,2,0,6,1,1,2,2,2,3,7,7,1,1,0,5,4,4,4,1,1,8,2,5,0,1,2,3,2,0,2,0,1,2,1,2,3,30,160,0
27,1,8,2,5,2,5,4,6,4,4,5,6,12,4,2,3,4,7,5,6,2,3,2,4,5,2,1,3,2,2,4,12,0,2,1,3,3,6,2,2,1,6,8,4,0,0,2,0,2,3,1,1,2,1,1,3,6,46,147,0
99,2,1,5,5,3,8,5,8,8,6,6,4,7,12,3,2,2,6,4,2,1,4,1,8,3,1,1,4,2,3,1,6,2,2,3,1,1,0,1,3,1,1,2,0,1,1,6,0,0,3,2,0,1,0,0,4,5,51,130,0
28,3,2,2,2,6,6,3,3,5,5,1,4,8,4,2,4,4,2,4,4,0,3,4,2,3,5,0,4,5,2,6,4,2,0,0,4,10,3,3,0,0,2,4,2,1,0,4,1,3,0,2,2,1,0,3,0,7,31,135,0
22,3,0,2,4,2,4,2,4,7,3,2,3,0,1,1,1,4,1,0,1,1,0,1,2,5,0,3,3,4,1,1,4,2,1,2,0,2,0,0,0,1,4,1,0,1,0,4,1,0,1,0,0,1,1,0,2,12,48,165,0
41,6,4,2,4,2,1,4,3,8,1,6,5,4,8,3,4,2,3,5,3,0,3,4,0,1,2,1,2,3,1,4,1,0,1,0,0,2,2,0,0,3,3,2,1,2,0,1,1,0,1,1,1,0,1,1,2,8,50,146,0
7,1,0,2,2,0,6,4,1,1,5,1,1,2,1,0,1,1,3,0,2,1,3,1,0,1,2,1,4,3,3,3,5,3,1,0,0,0,3,2,4,1,2,2,1,1,1,1,0,1,0,1,1,1,1,0,1,8,39,121,0
25,4,0,3,6,3,5,3,6,8,9,5,2,0,3,4,4,1,4,6,0,3,4,0,1,6,1,3,1,6,3,2,2,2,0,1,1,1,4,4,4,3,8,2,1,2,0,3,4,2,2,0,1,2,2,0,0,12,58,115,0
24,2,4,2,5,7,6,6,3,0,10,2,1,1,2,3,1,3,2,0,1,1,1,2,3,12,1,3,4,8,3,4,7,6,3,0,3,0,1,2,1,3,4,0,1,1,0,2,3,2,5,5,1,1,0,0,0,8,42,164,1
32,3,0,2,12,2,6,4,6,5,1,9,2,3,6,1,1,1,10,5,2,3,5,0,5,14,2,1,3,3,5,3,3,1,4,4,2,2,1,4,0,3,5,2,2,0,0,0,1,6,2,4,1,4,0,3,2,8,64,136,0
30,5,2,6,5,4,4,7,2,2,2,3,2,7,3,6,5,5,1,2,6,3,4,2,2,7,2,1,4,3,2,2,4,3,1,2,5,2,0,1,2,1,3,2,0,1,1,5,0,2,2,3,1,0,2,2,4,13,70,109,0
31,4,3,3,2,0,3,3,0,5,5,2,2,2,3,2,0,2,1,0,4,2,5,2,0,4,2,2,4,5,1,2,3,1,2,0,2,1,2,1,1,2,2,1,1,4,0,9,5,4,1,3,0,1,3,0,0,6,43,126,0
17,2,2,2,3,2,3,10,4,0,5,1,1,3,2,1,3,2,7,2,1,3,4,3,1,5,3,3,2,3,1,7,1,2,2,1,6,2,3,5,1,1,1,0,3,1,0,2,3,2,6,3,1,0,1,2,2,7,38,163,1
27,4,7,3,2,4,1,4,4,7,3,4,4,9,7,5,3,3,7,3,4,2,4,2,1,3,0,4,1,0,4,3,1,1,1,0,7,2,2,0,0,2,4,5,2,2,5,2,4,0,1,0,1,4,2,4,1,9,54,116,0
62,7,4,6,2,4,7,1,3,4,1,8,2,3,1,0,1,1,8,2,1,1,3,2,2,4,1,1,3,2,4,2,6,2,1,0,2,8,4,2,1,0,6,2,1,1,1,2,1,2,2,1,1,0,2,0,1,9,41,156,0
9,4,1,2,1,1,0,0,3,0,3,3,2,0,0,1,2,3,5,1,1,0,2,2,0,4,1,0,2,3,1,2,1,0,0,0,0,0,1,3,3,4,1,0,2,0,1,0,1,1,0,2,1,0,1,1,1,8,35,108,0
12,2,4,1,4,1,2,0,4,7,4,3,1,5,3,2,1,3,1,4,2,5,3,1,0,1,3,0,0,1,4,2,1,1,1,2,2,1,1,0,1,2,4,2,2,1,0,0,1,1,0,0,1,1,0,2,1,5,35,116,3
71,1,1,2,0,0,10,5,1,2,2,6,5,7,2,1,4,3,4,4,2,0,3,4,3,12,3,3,1,3,2,3,5,0,2,0,1,5,1,1,2,3,1,3,1,1,0,1,1,1,3,2,1,0,0,0,0,4,31,148,0
63,2,0,1,1,5,9,3,4,9,2,3,1,8,4,4,5,6,6,2,3,2,8,1,7,3,5,1,2,0,4,6,4,4,2,3,5,4,5,2,0,1,7,9,1,2,1,7,4,0,1,4,2,0,5,0,1,6,44,167,0
192,6,2,2,10,7,2,5,5,9,4,5,5,4,4,3,4,2,1,3,2,2,13,5,5,3,1,3,2,4,3,3,0,0,0,2,2,3,0,2,1,2,7,7,1,1,0,6,3,0,0,2,2,1,1,3,0,5,48,168,3
7,0,0,2,2,0,1,1,0,3,5,1,0,0,0,3,2,1,3,1,0,1,3,3,0,6,3,0,1,2,1,0,4,2,0,3,2,0,3,1,1,1,0,0,1,1,1,3,2,1,0,1,0,3,0,1,1,5,37,139,2
33,2,2,2,5,2,1,1,3,2,1,4,7,5,1,2,6,3,9,3,2,2,3,7,1,3,2,1,0,2,2,4,2,3,2,3,5,5,5,2,1,1,5,2,3,3,2,1,3,3,5,1,2,1,1,0,2,9,61,177,1
48,4,2,4,3,0,8,2,2,3,4,2,3,8,5,0,5,1,3,2,1,3,3,2,6,10,4,3,0,4,1,2,3,2,1,0,1,0,2,2,1,3,3,1,1,0,1,4,1,4,0,1,1,1,1,1,4,8,45,142,0
41,5,3,4,4,4,6,1,5,5,3,1,0,8,3,1,7,1,4,3,3,4,7,10,8,10,4,0,4,7,7,2,10,2,5,3,4,1,6,2,1,0,4,1,1,0,2,6,0,1,2,2,4,6,2,1,0,7,58,176,1
36,4,4,4,3,5,10,5,1,4,6,1,3,0,1,1,2,4,3,0,0,1,4,2,2,4,1,0,2,3,3,8,2,4,3,2,6,4,3,1,1,2,5,2,1,1,2,9,1,0,5,2,1,0,1,2,2,7,44,145,0
7,1,3,2,3,2,0,3,2,1,0,2,4,0,2,2,4,0,4,2,1,3,2,1,3,4,4,1,0,1,2,1,4,2,0,0,1,1,2,5,0,3,4,0,1,2,0,1,3,2,3,3,1,3,0,3,3,5,41,136,0
30,0,2,4,5,4,8,7,2,4,6,3,4,8,4,2,0,7,8,6,1,2,6,3,3,1,6,2,4,11,4,5,10,6,1,2,4,0,1,3,1,3,4,2,3,5,1,8,6,0,3,2,0,1,0,3,1,12,45,129,0
49,9,3,3,6,6,2,6,6,2,3,3,2,3,4,1,1,4,7,6,1,3,2,1,6,17,1,0,3,5,0,13,5,1,0,2,2,6,1,2,1,4,3,2,4,1,1,4,3,0,0,0,2,3,2,0,1,4,41,136,0
59,5,3,1,3,2,1,1,2,3,1,8,0,7,1,0,5,1,7,2,1,1,1,1,1,1,2,1,1,2,3,5,0,0,1,0,1,13,11,1,0,1,3,4,4,3,1,1,0,0,1,0,0,0,0,4,0,6,33,157,0
9,1,1,5,2,3,3,5,2,0,4,2,1,3,4,0,2,3,3,4,1,0,2,3,4,6,1,2,0,5,1,2,1,4,1,0,0,4,2,1,3,0,3,2,4,1,0,5,1,4,2,1,1,2,1,3,2,4,33,146,0
38,4,3,3,4,3,5,3,2,2,3,2,2,0,2,1,1,1,3,3,2,1,1,1,5,9,3,0,2,4,3,7,8,2,0,1,2,6,2,6,1,1,2,2,0,0,0,3,4,0,2,7,1,0,0,2,0,7,52,149,0
42,3,1,3,3,2,6,1,2,5,2,3,3,2,3,2,4,2,2,2,0,0,5,6,1,1,1,2,2,5,3,1,4,0,2,0,1,1,1,2,0,2,2,1,1,2,0,5,2,0,3,1,2,1,1,2,1,7,44,106,0
8,0,2,1,2,1,0,2,2,3,2,1,4,5,3,0,2,5,2,6,4,2,1,2,2,2,2,3,3,0,1,0,4,0,1,0,2,4,2,0,1,0,4,1,5,1,0,2,3,0,1,2,0,0,1,0,0,3,16,179,0
83,5,0,2,2,0,2,2,2,3,5,2,3,8,5,3,2,3,2,3,2,0,9,4,2,2,4,0,1,0,6,4,7,1,2,0,1,3,4,6,0,0,6,3,5,0,1,5,2,2,0,4,2,1,0,0,0,5,39,181,3
57,7,1,1,3,1,4,1,0,1,2,7,2,0,0,0,2,2,7,2,0,1,2,2,7,8,2,0,0,3,2,4,12,3,0,1,2,0,3,0,0,0,1,1,0,0,0,1,1,0,0,2,0,1,0,0,1,1,21,184,0
78,5,2,6,10,5,4,0,8,5,13,4,1,5,3,1,7,7,3,12,2,0,8,3,3,7,0,0,2,4,6,9,11,4,0,0,10,5,9,5,1,0,9,5,4,2,0,5,4,1,3,4,1,4,4,2,0,7,38,154,0
4,0,1,0,2,1,1,1,2,3,0,1,1,0,3,4,0,0,0,3,3,2,0,0,0,4,1,0,1,0,1,1,1,1,1,0,1,1,3,3,0,1,1,4,1,1,0,2,2,0,0,1,0,0,0,0,0,3,23,146,2
40,3,5,2,7,4,6,3,6,4,3,2,4,4,6,0,2,3,4,4,3,3,5,4,9,8,1,2,3,5,5,7,5,1,0,2,2,4,9,4,2,3,11,2,3,1,0,1,3,3,2,4,0,3,2,1,0,10,61,140,0
27,3,5,2,2,3,2,5,2,3,3,8,5,0,0,1,3,3,3,1,0,2,2,1,3,2,3,1,3,2,4,1,3,3,0,2,0,2,1,1,2,0,5,1,2,1,0,0,4,1,3,2,0,3,2,1,2,7,55,117,0
67,8,2,2,5,3,7,4,8,4,3,3,2,0,3,3,3,5,7,6,1,6,3,2,3,9,5,1,5,3,2,12,12,6,3,1,7,3,3,2,3,0,3,1,0,1,3,3,0,1,3,2,2,1,1,3,0,6,56,174,1
25,5,2,3,4,2,3,3,3,7,2,0,3,4,4,3,3,3,2,2,3,1,3,5,5,2,2,2,4,3,2,4,4,2,0,0,4,4,2,2,3,5,4,6,2,3,1,5,5,0,2,2,2,0,1,0,2,8,50,129,0
14,3,6,0,2,1,1,0,1,1,0,3,0,1,0,0,1,1,7,2,0,0,4,4,1,7,1,1,1,3,7,5,1,1,0,2,1,2,9,4,1,2,1,1,4,0,0,0,2,2,3,1,1,0,1,1,1,8,41,127,0
48,4,2,1,7,3,8,2,7,8,7,4,5,1,7,6,2,1,6,9,1,4,1,2,5,6,0,2,1,2,4,9,2,3,1,0,4,4,7,5,0,2,5,8,6,2,1,3,2,2,1,0,4,1,1,1,0,7,41,149,0
15,3,3,1,2,2,3,2,1,3,1,4,2,3,2,4,2,3,3,5,2,1,1,1,5,7,5,5,4,2,1,7,4,3,1,1,4,1,0,6,1,0,1,1,1,1,1,0,1,1,2,3,1,1,1,1,1,6,31,153,1
28,1,2,3,3,3,6,4,4,1,0,5,6,3,1,1,2,2,7,7,3,0,1,0,2,7,2,2,2,6,3,0,7,4,1,1,2,2,1,3,0,1,5,5,2,1,0,3,2,0,1,0,0,1,0,0,1,7,29,161,0
55,6,3,0,8,3,3,2,3,3,5,5,3,1,2,1,1,3,5,7,1,2,1,1,5,10,5,2,2,2,3,7,11,3,1,1,3,3,6,5,1,0,3,3,0,0,1,6,3,2,4,5,1,0,3,2,1,6,51,157,0
41,7,4,5,3,5,2,8,5,8,2,1,2,9,4,1,2,3,2,3,1,2,3,6,3,6,3,1,4,3,3,8,7,1,0,2,2,2,2,7,0,1,1,1,1,1,0,12,2,3,2,4,0,2,2,0,1,12,42,112,0
73,3,2,4,4,10,4,1,3,4,8,7,5,0,5,0,0,4,4,8,1,1,6,5,4,4,2,3,2,7,8,5,3,4,0,1,6,2,7,2,0,1,6,4,0,2,1,5,1,3,5,2,1,2,2,2,1,9,55,127,0
86,2,1,5,9,7,8,7,2,6,9,1,4,4,2,3,4,1,6,3,0,4,9,6,3,15,1,0,3,6,2,5,15,5,4,3,3,1,4,2,1,1,11,4,1,0,0,7,4,1,1,1,0,4,0,0,0,6,39,171,0
23,5,1,3,2,4,5,4,3,8,8,10,2,7,8,6,4,7,10,6,2,3,4,4,3,13,4,3,2,6,3,9,4,1,1,1,6,8,12,2,2,2,11,8,6,2,2,4,8,3,4,4,2,1,3,4,0,9,50,142,0
202,10,3,0,11,9,8,15,7,11,10,4,4,10,6,4,4,4,2,3,3,5,16,3,5,0,2,3,2,9,4,6,7,2,2,3,2,0,1,3,2,0,18,1,1,1,0,5,2,1,4,3,1,0,2,3,1,14,80,141,0
88,7,1,4,7,3,4,1,5,7,5,10,5,2,6,2,4,3,9,6,2,1,5,6,2,2,4,1,1,2,4,8,3,1,0,1,2,7,3,5,1,3,5,4,3,4,2,4,1,2,1,2,3,0,1,1,1,4,42,157,0
43,5,2,3,6,0,6,5,9,7,5,6,1,1,3,3,4,4,4,0,1,1,1,1,4,5,2,0,5,2,4,3,6,1,0,1,6,3,1,0,4,2,4,5,3,2,2,1,1,0,5,1,1,1,1,2,1,10,60,125,0
41,8,3,4,4,5,5,4,4,1,2,2,1,9,1,2,2,0,8,2,1,2,5,4,6,10,6,2,3,6,9,8,10,2,5,1,5,2,4,6,2,2,2,0,3,3,1,6,0,3,7,4,5,2,0,1,0,11,67,159,1
45,6,4,4,7,6,7,5,6,8,5,3,3,6,4,5,2,0,7,2,1,7,4,5,2,6,4,2,5,8,4,7,14,3,4,0,3,3,3,1,2,1,2,5,3,3,2,2,3,2,5,2,1,2,2,2,1,13,68,129,0
23,2,3,2,4,4,3,6,3,4,5,7,2,1,4,1,1,1,3,2,1,2,2,2,5,6,0,2,2,7,1,2,4,1,1,0,3,4,5,1,0,1,4,3,1,1,1,9,0,7,1,3,2,0,1,2,0,7,35,133,0
18,0,0,3,2,5,4,3,1,2,4,2,1,0,1,3,2,1,2,3,0,1,5,2,2,3,1,0,0,4,3,1,7,4,2,1,0,0,2,4,0,0,7,3,0,2,0,8,3,1,2,2,1,0,0,1,0,1,13,193,0
24,3,4,0,7,3,4,2,11,6,5,2,4,2,2,2,4,3,3,8,3,4,5,1,3,4,2,1,1,6,3,6,3,0,1,3,6,3,5,1,0,5,10,2,3,3,3,7,2,1,2,2,1,3,1,2,0,7,56,155,0
45,3,3,2,5,1,3,4,6,4,1,7,5,0,2,1,1,2,10,3,2,3,3,3,4,6,4,1,3,2,3,9,7,2,2,1,3,8,4,0,2,0,5,3,2,0,1,3,2,0,2,1,1,0,1,2,4,5,43,133,0
64,4,3,3,4,9,10,6,6,5,6,6,5,4,3,6,4,5,9,7,1,3,7,4,3,5,4,3,3,8,4,7,9,1,2,0,4,9,7,2,0,2,6,10,0,2,3,5,5,2,2,3,0,0,0,4,2,8,48,158,0
15,4,3,3,3,1,6,4,2,3,6,1,3,0,2,2,2,1,0,1,1,1,0,4,2,4,3,1,0,2,1,1,5,2,0,2,3,2,1,2,2,1,1,2,4,2,0,2,3,1,2,4,1,1,2,2,2,4,34,177,2
25,1,1,3,4,1,2,4,1,4,5,2,3,1,1,2,1,3,4,4,0,1,6,0,1,1,1,0,2,5,1,1,8,2,0,0,1,3,0,1,0,0,4,3,1,3,1,5,2,1,3,1,0,2,0,1,0,5,42,114,0
44,2,4,2,2,3,5,4,4,6,2,1,3,6,3,2,1,0,7,2,1,0,11,4,4,3,2,1,3,3,4,2,6,4,2,2,4,2,2,1,1,3,6,5,1,1,1,3,5,4,3,4,1,0,2,1,0,9,46,133,0
24,3,4,4,3,2,1,3,2,4,5,4,6,4,5,4,2,2,7,2,1,1,6,6,0,1,5,2,2,4,1,5,0,4,0,2,6,2,6,2,2,0,6,1,2,0,1,5,3,3,2,1,4,4,2,3,0,9,60,126,0
103,7,1,6,3,0,5,5,1,3,6,9,2,4,2,0,3,4,2,3,0,0,3,2,3,3,1,1,1,4,4,5,8,1,0,0,3,1,0,3,2,1,4,4,1,2,2,2,1,0,3,3,0,3,1,0,1,5,41,141,0
61,2,2,0,5,2,3,2,3,7,4,2,1,3,4,5,2,2,4,1,1,2,6,3,7,9,1,0,2,5,4,4,4,2,2,0,10,4,3,2,0,0,6,9,3,1,0,9,4,0,1,1,2,2,0,1,0,4,26,162,0
67,7,4,1,6,4,10,3,2,9,6,6,6,3,3,2,2,4,3,4,0,0,3,3,6,4,1,2,0,3,5,10,6,5,4,0,1,2,4,3,1,0,7,2,1,0,2,6,2,0,6,3,2,2,1,0,0,5,34,146,0
18,5,3,4,5,3,2,3,3,5,6,3,1,1,3,3,3,1,4,4,3,2,6,2,3,4,2,1,3,5,3,4,5,0,3,1,5,4,11,2,0,1,2,2,0,2,0,8,1,4,2,4,2,1,1,6,1,11,55,128,0
43,8,3,7,3,5,2,3,5,7,3,2,3,11,4,1,6,1,10,9,2,2,4,3,4,5,4,2,1,10,4,12,5,2,1,2,4,7,6,6,4,3,9,3,1,4,1,3,3,3,1,1,1,0,2,4,1,14,62,140,0
26,3,1,3,4,2,1,4,3,5,11,3,3,2,1,4,3,5,4,2,4,1,2,2,4,10,1,1,2,1,3,5,2,1,0,2,4,4,1,0,3,1,5,5,5,0,0,9,2,1,2,1,2,0,2,1,4,11,61,131,0
46,1,0,2,1,2,4,6,7,6,8,8,2,2,1,3,2,2,8,1,0,5,8,2,5,5,5,2,3,2,4,4,1,2,2,1,2,4,0,2,1,0,9,4,3,3,1,6,5,0,2,3,3,1,1,1,1,8,47,151,0
10,2,1,3,1,1,1,0,0,1,4,1,2,0,3,0,1,3,5,2,0,2,1,1,0,3,3,0,0,0,3,5,5,0,0,0,6,4,4,0,1,1,2,2,5,0,1,0,1,0,1,0,1,1,1,1,1,2,22,167,0
53,3,2,2,3,1,7,5,5,2,2,3,2,7,3,1,2,2,6,9,3,4,3,1,5,4,2,1,0,2,4,3,1,1,0,2,2,3,4,2,1,3,6,4,4,0,1,3,3,1,1,0,1,1,3,2,0,3,36,143,0
60,2,0,2,8,2,1,2,1,5,6,4,1,3,3,4,5,1,5,0,3,0,3,2,8,4,2,1,1,3,3,1,2,1,0,1,2,0,1,2,3,0,3,4,1,1,0,0,2,1,2,1,0,0,1,2,1,6,41,146,0
9,2,0,1,1,1,6,3,0,1,6,3,1,2,3,2,2,2,7,1,2,0,0,0,3,1,1,2,0,3,0,2,4,3,2,0,0,1,2,1,0,1,0,2,4,0,1,1,1,0,0,0,1,0,3,0,1,0,15,212,0
93,9,1,5,4,2,3,0,3,1,0,7,4,0,0,0,4,3,11,22,1,1,6,3,6,10,5,2,3,2,3,12,8,4,0,0,6,1,11,9,0,0,3,1,1,3,0,3,1,1,0,4,1,1,0,1,2,3,30,194,0
28,3,1,5,2,3,1,0,4,3,0,4,1,3,4,1,1,2,6,8,3,0,4,4,0,7,3,0,0,3,3,6,1,0,1,1,5,4,13,5,1,2,1,2,2,1,0,1,1,1,0,1,2,0,0,2,0,4,31,125,0
